ObjectID,quadrat,tag,StemTag,sp,dbh_2023,hom,lx,ly,status_2025,fad_2025,comment_2025,status_2026,mort_census_status,fad_choices,fad_2026,lean_angle,liana_load,dead_with_resprout,crown_intact,crown_living,crown_check,comment_mortality_2026,GlobalID,ParentGlobalID,BLD
127,1524,152475,2,cagl,222,1.3,18.9,8.30000000000001,A,,,,not started,,,1,0,0,,,,,c4772133-d0dc-43a1-8c61-719ae4ab35c5,a3179cc1-476f-420e-8cb1-2a139e26710d,0
128,1524,152485,2,cagl,129,1.3,5,15.9,A,,,,not started,,,1,0,0,,,,,de7750c1-fad1-46c7-850b-3ef2f4c020f1,8d38a6c2-451c-424a-9173-5eb55009852c,0
129,1525,152494,2,quve,461,1.3,0.699999999999989,4.80000000000001,A,,,,not started,,,1,0,0,,,,,f5feed25-6097-4799-8ecd-1e29c895a6a3,f0d81fbb-d009-4e2e-bc22-7c9051ab6a7f,0
130,1527,152559,2,qumi,225,1.3,5.60000000000002,4.5,DS,,,,not started,,,1,0,0,,,,,4fcaea82-c66d-4d47-8018-357b27824dba,27032a7f-9cea-48dc-85ac-aef4479340e2,0
131,1531,152690,2,cagl,196,1.3,18,3.79999999999995,A,,,,not started,,,1,0,0,,,,,ba4be344-82b8-4e39-8ab9-596f4788984f,6f25ae9c-d5c4-4f96-9b14-7b6b60b538a4,0
132,1531,152690,3,cagl,235,1.3,18,3.79999999999995,A,,,,not started,,,1,0,0,,,,,0d001f55-d27b-4bb1-bff9-aab2de514a0b,6f25ae9c-d5c4-4f96-9b14-7b6b60b538a4,0
133,1532,152718,2,cagl,330,1.3,7.89999999999998,9.20000000000005,A,,,,not started,,,1,0,0,,,,,f2acebd6-c2c9-4e1a-a893-d1829e5b6141,9d8384b1-c92f-4be0-9885-98f07833fb6d,0
134,1601,160234,2,ulam,112,1.3,13.1,11.4,AU,"CR,K",,,not started,,,1,0,0,,,,,fe9e9a28-0925-4d97-9ae6-6404fba28977,f8dbbf0d-0b4a-426c-8df9-ea93cbffc6b4,0
135,1601,160248,2,aial,144,1.3,19.8,9.8,AU,"B,U",,,not started,,,1,0,0,,,,,d62ae5b7-aee4-4e1e-afde-670a2f3f5ccd,56f32391-59b9-43d7-b08d-ee2b2347b09f,0
136,1604,160665,2,litu,714,1.3,0.800000000000011,16.2,A,,,,not started,,,1,0,0,,,,,94e96394-1f2a-4fce-bb51-aeee62c4f9be,b65cba81-27f8-41d9-8785-36a33915c081,0
137,1604,160665,3,litu,429,1.3,0.800000000000011,16.2,A,,,,not started,,,1,0,0,,,,,39205939-75cb-4756-8120-d966db6cc04b,b65cba81-27f8-41d9-8785-36a33915c081,0
138,1607,160770,2,litu,332,1.3,9.60000000000002,19.4,A,,,,not started,,,1,0,0,,,,,3d9b3dbf-7040-4788-b366-32acc332d7ea,95f598fa-c5df-4a7d-82c3-1b80cfc408bf,0
139,1609,160786,2,litu,164,1.3,14.7,7.30000000000001,A,,,,not started,,,1,0,0,,,,,06b91c52-9754-4f1f-a0f3-c49b41984c07,921a4faf-2c8f-4beb-8591-30da2529a115,0
140,1610,160812,2,litu,225,1.3,7,18.8,A,,,,not started,,,1,0,0,,,,,28046f0a-07e7-46f0-b10b-a58beb922470,7d9775f8-00a0-4118-8b65-8b73ed5cb655,0
141,1617,162103,2,cagl,120,1.3,17.6,0.5,AU,B,,,not started,,,1,0,0,,,,,5bf39286-efbf-4fb3-9059-a7f24ae171a1,9e045830-da90-4d3c-9aee-294ea556a3b6,0
142,1625,162518,2,cagl,160,1.4,5.60000000000002,16.1,DS,,,,not started,,,1,0,0,,,,,0d05421c-5fa1-4df2-878f-e31767965385,51479b0b-8564-489a-833e-e3a84d4f3141,0
143,1626,162438,2,qupr,120,1.3,19.8,19.3,AU,"DF,K",,,not started,,,1,0,0,,,,,f7442b85-763f-42d2-b5b8-75fa73c3f39b,ddf7fabb-b3ec-499a-9585-9b58c06929c8,0
144,1629,162575,2,juni,369,1.4,3.30000000000001,2.79999999999995,A,,,,not started,,,1,0,0,,,,,9f3fd2f9-97df-40ec-875b-340a207597a1,4beda38f-e9a1-42a3-bcc9-19f0f42c00b2,0
145,1631,162489,2,cagl,108,1.3,18.1,14.7,A,,,,not started,,,1,0,0,,,,,9712eb74-fdb3-4047-83d9-ee09176cc6ee,3a26365d-7330-4f05-9245-45f75e2d44fd,0
146,1709,171269,2,litu,435,2.3,16.4,6.69999999999999,A,,,,not started,,,1,0,0,,,,,5a179d2d-a57e-4dd1-9eb5-58b3072665bd,8518ac8a-2b44-47d8-8ff0-557af1054205,0
147,1728,172471,2,cagl,128,1.3,13.8,16.9,A,,,,not started,,,1,0,0,,,,,f601944b-8bbe-4492-859b-43caf7e73b65,efa0de14-e856-42e8-b884-a25c020726f8,0
148,1729,172483,2,litu,444,1.3,13.4,10,A,,,,not started,,,1,0,0,,,,,de35d454-a23f-430d-8309-6a431a6596fd,78737cf2-5880-4bb6-9699-f77d43f4ffd5,0
149,1812,180818,2,tiam,290,1.3,14,16.3,A,,,,not started,,,1,0,0,,,,,d6481cc4-eb6a-4168-83c2-b84ee15ff8e0,355c1e18-86b3-47a2-9185-db3ebb863213,0
150,1813,180988,2,acru,196,1.3,3.30000000000001,19.5,A,,,,not started,,,1,0,0,,,,,a2cf267d-3ce7-4b5c-8818-c99af0286b1e,dd25d623-4399-4494-a475-e2e235057e35,0
151,1813,180988,3,acru,259,1.3,3.30000000000001,19.5,A,,,,not started,,,1,0,0,,,,,bd88aa45-98b0-46ec-a4c0-84c2ceaed97a,dd25d623-4399-4494-a475-e2e235057e35,0
152,1823,182566,2,astr,105,1.3,19.3,2.30000000000001,A,,,,not started,,,1,0,0,,,,,0022d040-6692-4190-bf4e-8df38805682e,5d1d2f49-dd52-4d1b-ac48-f63123b3fdc6,0
153,1823,182574,2,fram,326,1.3,10.1,5,DS,,,,not started,,,1,0,0,,,,,51fdb57f-9227-4b37-b165-7ab7b619c13f,2151bcd7-9dd4-4307-9a3e-3ef6a6434f27,0
154,1826,182421,2,cato,239,1.3,3.19999999999999,16.2,A,,,,not started,,,1,0,0,,,,,1bc05124-3c39-4469-afe7-bfcd3c780b85,bde2764f-fa8e-4ebe-94d3-114e3bf4e873,0
155,1829,182680,2,cagl,242,1.3,19,5,A,,,,not started,,,1,0,0,,,,,a2f15820-e787-47a9-b546-26e2a5881fc5,79616a12-bbda-4565-a9ac-0023c7fe4d49,0
156,1901,190018,2,litu,385,2.3,4.80000000000001,11.1,A,,,,not started,,,1,0,0,,,,,a2f2af82-c998-483e-866d-065f6853ec5e,c862349c-f28b-4c83-a843-37864e161186,0
157,1912,190557,2,tiam,303,1.3,7,9.69999999999999,AU,"B,W,R",,,not started,,,1,0,0,,,,,ae6193ee-a5f9-47e4-8b3c-d1d7021163c8,ee6ef9b2-7068-4837-b6d2-9c7ac97b2783,0
158,1912,190557,3,tiam,147,1.3,7,9.69999999999999,A,,,,not started,,,1,0,0,,,,,edcf03cf-7d33-4584-91cb-1a29b46f1099,ee6ef9b2-7068-4837-b6d2-9c7ac97b2783,0
159,1912,190559,2,tiam,265,1.3,8.89999999999998,11.5,A,,,,not started,,,1,0,0,,,,,49d1976c-5ed4-4cb0-b243-29d6853a3de0,024ec558-a292-4ac7-a7db-05d6608a3eef,0
160,1922,192121,2,litu,281,1.3,12.7,10.8,A,,,,not started,,,1,0,0,,,,,8dd4506f-1796-45a4-8c09-20ea8aca8f66,9c1dc931-39c9-4098-84bb-ac8fc35ad58b,0
161,1926,192625,2,cagl,164,1.3,14.1,15.6,A,,,,not started,,,1,0,0,,,,,086ad8a2-6d6c-4e2a-b3b4-0fa08879ec70,9f21f78c-4756-4b84-a61c-54f32420d041,0
162,1929,192669,2,cagl,154,1.3,3.19999999999999,1.89999999999998,A,,,,not started,,,1,0,0,,,,,78d21849-886a-48d5-8a0f-521955d0ef09,bb9610f1-0e7c-4b1c-84ae-7b69fc2593e1,0
163,1931,192690,2,cagl,235,1.3,9.60000000000002,3.39999999999998,A,,,,not started,,,1,0,0,,,,,eebd8004-c169-42dd-af34-9d06770805c2,c595e1dd-2e65-4763-a119-dd038cfbd7d3,0
164,1931,192690,3,cagl,110,1.3,9.60000000000002,3.39999999999998,A,,,,not started,,,1,0,0,,,,,8dc1986d-da46-479f-aab4-f3dd8bb38ceb,c595e1dd-2e65-4763-a119-dd038cfbd7d3,0
165,2001,200038,2,litu,885,2,3.60000000000002,9.6,AU,"DF,W,R",,,not started,,,1,0,0,,,,,069da582-bdc2-458f-a08a-b25b09852e90,9398ccfa-9cea-450b-b7e2-5a8f0261984d,0
166,2002,200347,2,ploc,382,1.3,14.4,10.8,A,,,,not started,,,1,0,0,,,,,593efd64-edd8-4183-ad30-f394f68b793e,c1a1a9c2-fe44-4816-b357-c4b943fb6a1c,0
167,2022,202098,2,caovl,121,1.3,18.4,3.30000000000001,A,,,,not started,,,1,0,0,,,,,1cf4e57b-74e8-4da6-b052-43a32f68c03d,4861eefc-649a-4a49-bfe6-cc94beab8ac9,0
168,2024,202162,2,litu,318,1.3,13.4,17.2,A,,,,not started,,,1,0,0,,,,,3c27a25f-54a6-4947-a382-99a4f510ea15,d6a093d6-9efd-4fb5-a4fb-a4379425ec55,0
