"tag","StemTag","stemID","quadrat","sp","Latin","gx","gy","lx","ly","hom","dbh.2008","codes.2008","status.2008","date.2008","agb.2008","dbh.2013","codes.2013","status.2013","date.2013","agb.2013","dbh.2018","codes.2018","status.2018","date.2018","agb.2018","status.2014","status.2015","dbh.if.dead.2015","agb.if.dead.2015","perc.crown","crown.position","fad1","fad2","fad3","fad4","DF","liana.load","fraxinus.crown.thinning","fraxinus.epicormic.growth","EABF","DE.count","comments","date.2015","surveyors"
22627,1,3643,"0232","litu","Liriodendron tulipifera",36.9,621,16.9,1,1.3,149.9,"NULL","A",2008-09-05,0.1,0,"DC","D",2013-05-03,0,NA,"DN","D","9/12/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
22628,1,3644,"0232","qupr","Quercus prinus",40,625.8,20,5.8,1.3,78.6,"NULL","A",2008-09-05,0.03,86,"NULL","A",2013-05-03,0.04,NA,"DS","D","9/12/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22629,1,3645,"0232","litu","Liriodendron tulipifera",36.8,626.7,16.8,6.7,1.3,639.9,"NULL","A",2008-09-05,2.9,667,"NULL","A",2013-05-03,3.19,715,"NULL","A","9/12/2018",3.76,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
22630,1,3646,"0232","litu","Liriodendron tulipifera",30.9,630,10.9,10,1.3,355.6,"NULL","A",2008-09-05,0.73,399,"NULL","A",2013-05-03,0.96,420,"NULL","A","9/12/2018",1.08,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
22631,1,3647,"0232","cato","Carya tomentosa",32.4,624.1,12.4,4.1,1.3,114.9,"NULL","A",2008-09-05,0.07,0,"DS","D",2013-05-03,0,NA,"DC","D","9/12/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"Tag lost",2015-07-07,"Eng; Gonzalez"
22633,1,3649,"0232","litu","Liriodendron tulipifera",34.2,630.9,14.2,10.9,1.3,384.8,"NULL","A",2008-09-05,0.88,394.2,"NULL","A",2013-05-03,0.93,408,"NULL","A","9/12/2018",1.01,"PD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22634,1,3650,"0232","litu","Liriodendron tulipifera",37.7,631.9,17.7,11.9,1.3,281.9,"NULL","A",2008-09-05,0.42,289.1,"NULL","A",2013-05-03,0.45,304,"NULL","A","9/12/2018",0.5,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
22636,1,3652,"0232","litu","Liriodendron tulipifera",39.9,633.1,19.9,13.1,1.3,96.2,"NULL","A",2008-09-05,0.03,101,"NULL","A",2013-05-03,0.04,106,"NULL","A","9/12/2018",0.04,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22639,1,3655,"0232","litu","Liriodendron tulipifera",35.6,636.3,15.6,16.3,1.3,583.8,"M","A",2008-09-05,2.34,601.5,"NULL","A",2013-05-03,2.51,645,"M","A","9/12/2018",2.95,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
22639,2,32621,"0232","litu","Liriodendron tulipifera",35.6,636.3,15.6,16.3,1.3,237.4,"S","A",2008-09-05,0.28,0,"DC","G",2013-05-03,0,NA,"DN","G","9/12/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22643,1,3659,"0232","cagl","Carya glabra",23.6,632.1,3.6,12.1,1.3,57.2,"NULL","A",2008-09-05,0.01,55.2,"NULL","A",2013-05-03,0.01,NA,"DC","D","9/12/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
22644,1,3660,"0232","cato","Carya tomentosa",25.3,630.6,5.3,10.6,1.3,62,"NULL","A",2008-09-05,0.02,0,"DC","D",2013-05-03,0,NA,"DN","D","9/12/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
22645,1,3661,"0232","litu","Liriodendron tulipifera",27.4,632.2,7.4,12.2,1.3,157.4,"NULL","A",2008-09-05,0.11,0,"DC","D",2013-05-03,0,NA,"DN","D","9/12/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
22646,1,3662,"0232","litu","Liriodendron tulipifera",28.5,630.9,8.5,10.9,1.3,111.1,"D","D",2008-09-05,0.05,0,"DC","D",2013-05-03,0,NA,"DN","D","9/12/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
22647,1,3663,"0232","litu","Liriodendron tulipifera",29.6,639.1,9.6,19.1,1.3,471.9,"NULL","A",2008-09-05,1.42,494,"NULL","A",2013-05-03,1.58,536,"NULL","A","9/12/2018",1.91,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22648,1,3664,"0232","litu","Liriodendron tulipifera",25.8,637.2,5.8,17.2,1.3,165,"NULL","A",2008-09-05,0.12,166.5,"NULL","A",2013-05-03,0.12,171,"NULL","A","9/12/2018",0.13,"DC","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"Dead in 2014.",2015-07-07,"Eng; Gonzalez"
22650,1,3666,"0232","litu","Liriodendron tulipifera",20.3,635.1,0.3,15.1,1.3,303.1,"NULL","A",2008-09-05,0.5,310.9,"NULL","A",2013-05-03,0.53,321,"NULL","A","9/12/2018",0.57,"DS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30001,1,3668,"0301","fram","Fraxinus americana",41,1.7,1,1.7,1.3,474.2,"NULL","A",2008-10-24,1.64,492.3,"L","A",2013-04-15,1.79,503,"DS","D","9/6/2018",1.88,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30003,1,3669,"0301","ulsp","Ulmus sp",41.9,3.4,1.9,3.4,1.3,172.3,"G","A",2008-10-24,0.12,0,"DC","D",2013-04-15,0,NA,"DN","D","9/6/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30007,1,3671,"0301","libe","Lindera benzoin",45.6,9.1,5.6,9.1,1.3,83.3,"M","A",2008-10-24,0.02,88.9,"M","A",2013-04-15,0.02,NA,"DS","G","9/6/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30007,2,32622,"0301","libe","Lindera benzoin",45.6,9.1,5.6,9.1,1.3,71.9,"S","A",2008-10-24,0.01,78.6,"S","A",2013-04-15,0.02,NA,"DS;WR","G","9/6/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30012,1,3676,"0301","litu","Liriodendron tulipifera",48.7,11.1,8.7,11.1,1.3,270.1,"NULL","A",2008-10-24,0.38,294.6,"NULL","A",2013-04-15,0.47,309,"NULL","A","9/6/2018",0.52,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30014,1,3677,"0301","quru","Quercus rubra",46.3,15.9,6.3,15.9,1.3,389.2,"NULL","A",2008-10-24,1.14,0,"DS","D",2013-04-15,0,NA,"DC","D","9/6/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30015,1,3678,"0301","libe","Lindera benzoin",49.2,14.9,9.2,14.9,1.3,57.1,"M","A",2008-10-24,0.01,0,"DC","D",2013-04-15,0,NA,"DT;TR","D","9/6/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30016,1,3679,"0301","ceoc","Celtis occidentalis",46.3,18.6,6.3,18.6,1.3,74.1,"NULL","A",2008-10-24,0.02,0,"DN","D",2013-04-15,0,NA,"DN","D","9/6/2018",NA,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"DS",2015-06-29,"Eng; Meakem; Gonzalez"
30017,1,3680,"0301","juni","Juglans nigra",47,19.5,7,19.5,1.3,213.7,"NULL","A",2008-10-24,0.25,227.8,"NULL","A",2013-04-15,0.29,252,"NULL","A","9/6/2018",0.37,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30018,1,3681,"0301","libe","Lindera benzoin",48.9,20,8.9,20,1.3,88.9,"B;D","D",2008-10-24,0.02,0,"DN","D",2013-04-15,0,NA,"DN","D","9/6/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30034,1,3697,"0302","ceoc","Celtis occidentalis",42.6,23,2.6,3,1.3,83.2,"NULL","A",2008-10-24,0.02,96,"NULL","A",2013-04-12,0.03,105,"NULL","A","9/6/2018",0.04,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30039,1,3702,"0302","fram","Fraxinus americana",44.6,22.7,4.6,2.7,1.3,920.2,"NULL","A",2008-10-24,7.47,932,"NULL","A",2013-04-12,7.69,926,"NULL","A","9/6/2018",7.58,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30041,1,3703,"0302","caco","Carya cordiformis",44.4,24.5,4.4,4.5,1.3,504.7,"NULL","A",2008-10-24,1.96,533.5,"NULL","A",2013-04-12,2.23,588,"NULL","A","9/6/2018",2.78,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30042,1,3704,"0302","caco","Carya cordiformis",44.4,25.6,4.4,5.6,1.3,71.2,"NULL","A",2008-10-24,0.02,86,"NULL","A",2013-04-12,0.03,99,"NULL","A","9/6/2018",0.05,"PD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30045,1,3707,"0302","fram","Fraxinus americana",41.1,31.3,1.1,11.3,1.3,506,"NULL","A",2008-10-24,1.9,515,"NULL","A",2013-04-12,1.98,528,"NULL","A","9/6/2018",2.1,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
30046,1,3708,"0302","litu","Liriodendron tulipifera",41.6,29.6,1.6,9.6,1.3,114.8,"NULL","A",2008-10-24,0.05,132.9,"NULL","A",2013-04-12,0.07,158,"NULL","A","9/6/2018",0.11,"PD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30047,1,3709,"0302","litu","Liriodendron tulipifera",43.9,28,3.9,8,1.3,385,"NULL","A",2008-10-24,0.88,440.8,"NULL","A",2013-04-12,1.21,510,"NULL","A","9/6/2018",1.7,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
30048,1,3710,"0302","ulsp","Ulmus sp",47,27,7,7,1.3,95.7,"D;G","D",2008-10-24,0.03,0,"DC","D",2013-04-12,0,NA,"DN","D","9/6/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
30049,1,3711,"0302","caca","Carpinus caroliniana",49.6,27.6,9.6,7.6,1.3,97,"NULL","A",2008-10-24,0.03,116.1,"NULL","A",2013-04-12,0.05,130,"NULL","A","9/6/2018",0.06,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
30051,1,3713,"0302","caca","Carpinus caroliniana",41.7,33.9,1.7,13.9,1.3,91.3,"NULL","A",2008-10-24,0.03,95.6,"M","A",2013-04-12,0.03,126,"A;M","A","9/6/2018",0.06,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
30052,1,3714,"0302","caca","Carpinus caroliniana",42.9,38.8,2.9,18.8,1.3,185.1,"M","A",2008-10-24,0.15,164,"M","A",2013-04-12,0.11,186,"M","A","9/6/2018",0.15,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30052,2,32631,"0302","caca","Carpinus caroliniana",42.9,38.8,2.9,18.8,1.3,90.3,"S","A",2008-10-24,0.03,97.5,"S","A",2013-04-12,0.03,100,"S","A","9/6/2018",0.03,"DS","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"Dead in 2014.",2015-07-07,"Eng; Gonzalez"
30052,3,37135,"0302","caca","Carpinus caroliniana",42.9,38.8,2.9,18.8,1.3,55.8,"S","A",2008-10-24,0.01,60.3,"S","A",2013-04-12,0.01,63,"S","A","9/6/2018",0.01,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
30056,1,3718,"0303","havi","Hamamelis virginiana",51,43,11,3,1.3,60.5,"M","A",2008-10-24,0.01,60.5,"L;M","A",2013-04-22,0.01,63,"M","A","9/6/2018",0.01,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
30056,2,40062,"0303","havi","Hamamelis virginiana",51,43,11,3,1.3,56.7,"S","A",2008-10-24,0.01,59.7,"L;S","A",2013-04-22,0.01,65,"L;S","A","9/6/2018",0.01,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
30056,7,40163,"0303","havi","Hamamelis virginiana",51,43,11,3,1.3,54.1,"S","A",2008-10-24,0.01,58.5,"L;S","A",2013-04-22,0.01,NA,"DN","G","9/6/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30057,1,3719,"0303","fram","Fraxinus americana",52.4,44.5,12.4,4.5,1.3,128.1,"B","A",2008-10-24,0.08,130.5,"NULL","A",2013-04-22,0.09,134,"I","A","9/6/2018",0.09,NA,"A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
30059,1,3721,"0303","caca","Carpinus caroliniana",44.4,51.2,4.4,11.2,1.3,119.9,"M","A",2008-10-24,0.05,126.6,"L;M","A",2013-04-22,0.06,131,"L;M","A","9/6/2018",0.06,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
30059,2,32635,"0303","caca","Carpinus caroliniana",44.4,51.2,4.4,11.2,1.3,101.1,"S","A",2008-10-24,0.03,103.5,"S","A",2013-04-22,0.04,119,"A;S;L","A","9/6/2018",0.05,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
30060,1,3722,"0303","caca","Carpinus caroliniana",43,52.4,3,12.4,1.3,167.1,"M;P","A",2008-10-24,0.11,0,"J;P","A",2013-04-22,0,NA,"DC","G","9/6/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30060,2,32636,"0303","caca","Carpinus caroliniana",43,52.4,3,12.4,1.3,28.8,"S","A",2008-10-24,0,75.1,"L;M","A",2013-04-22,0.02,83,"M","A","9/6/2018",0.02,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
30062,1,3724,"0303","fram","Fraxinus americana",44.2,57.6,4.2,17.6,1.3,197.9,"NULL","A",2008-10-24,0.22,255,"NULL","A",2013-04-22,0.4,NA,"DS","D","9/6/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
30063,1,3725,"0303","caca","Carpinus caroliniana",44.8,53.2,4.8,13.2,1.3,78.1,"M","A",2008-10-24,0.02,87.9,"M","A",2013-04-22,0.02,NA,"DC","G","9/6/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
30064,1,3726,"0303","ulru","Ulmus rubra",47.2,58.9,7.2,18.9,1.3,117.9,"NULL","A",2008-10-24,0.05,115,"L","A",2013-04-22,0.04,NA,"DC","D","9/6/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
30065,1,3727,"0303","ulru","Ulmus rubra",47.6,58.7,7.6,18.7,1.3,52.4,"NULL","A",2008-10-24,0.01,54.8,"NULL","A",2013-04-22,0.01,NA,"DC","D","9/6/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
30069,1,3731,"0304","ceoc","Celtis occidentalis",41,63.3,1,3.3,1.3,94.9,"NULL","A",2008-10-24,0.03,99.1,"NULL","A",2013-04-23,0.03,103,"NULL","A","7/17/2018",0.04,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
30070,1,3732,"0304","juni","Juglans nigra",40.3,63.3,0.3,3.3,1.3,394.9,"NULL","A",2008-10-24,1.06,449,"B","A",2013-04-23,1.43,431,"B","A","7/17/2018",1.3,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30072,1,3733,"0304","fram","Fraxinus americana",44.2,62.4,4.2,2.4,1.3,117.7,"NULL","A",2008-10-24,0.07,125,"NULL","A",2013-04-23,0.08,140,"NULL","A","7/17/2018",0.1,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
30073,1,3734,"0304","caco","Carya cordiformis",47.4,60,7.4,0,1.3,285,"NULL","A",2008-10-24,0.53,299,"NULL","A",2013-04-23,0.59,NA,"DC","D","7/17/2018",NA,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"DS",2015-07-07,"Eng; Gonzalez"
30075,1,3735,"0304","quru","Quercus rubra",42.5,73.2,2.5,13.2,1.3,400.3,"L","A",2008-10-24,1.22,403,"L","A",2013-04-23,1.23,NA,"DC","D","7/17/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30076,1,3736,"0304","qual","Quercus alba",42.5,74.6,2.5,14.6,1.3,443.8,"NULL","A",2008-10-24,1.52,441,"NULL","A",2013-04-23,1.5,465,"NULL","A","7/17/2018",1.68,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30077,1,3737,"0304","fram","Fraxinus americana",40.6,76.4,0.6,16.4,1.3,138.9,"NULL","A",2008-10-24,0.1,142.9,"NULL","A",2013-04-23,0.11,145,"NULL","A","7/17/2018",0.11,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
30078,1,3738,"0304","casp","Carya sp",48.8,65.4,8.8,5.4,1.3,374,"F;G","A",2008-10-24,0.99,0,"DS","D",2013-04-23,0,NA,"DC","D","7/17/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30080,1,3740,"0304","quru","Quercus rubra",48.3,67,8.3,7,1.3,375,"F","A",2008-10-24,1.05,393,"F","A",2013-04-23,1.17,450,"F;I","A","7/17/2018",1.57,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-07-07,"Eng; Gonzalez"
30095,1,3754,"0304","qupr","Quercus prinus",46.7,79.3,6.7,19.3,1.3,534.8,"M","A",2008-10-24,2.28,544.4,"M","A",2013-04-23,2.37,568,"F;M","A","7/17/2018",2.6,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30095,2,32644,"0304","qupr","Quercus prinus",46.7,79.3,6.7,19.3,1.3,187.9,"S","A",2008-10-24,0.23,193.1,"S","A",2013-04-23,0.25,194,"F;S","A","7/17/2018",0.25,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30097,1,3756,"0304","amar","Amelanchier arborea",46.5,76.2,6.5,16.2,1.3,62.1,"NULL","A",2008-10-24,0.01,70,"NULL","A",2013-04-23,0.01,73,"F","A","7/17/2018",0.01,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30098,1,3757,"0304","quru","Quercus rubra",46.5,75.6,6.5,15.6,1.3,563.9,"NULL","A",2008-10-24,2.57,582.5,"NULL","A",2013-04-23,2.76,608,"F","A","7/17/2018",3.03,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30099,1,3758,"0304","qupr","Quercus prinus",54.1,66,14.1,6,1.3,298.8,"NULL","A",2008-10-24,0.64,307.6,"NULL","A",2013-04-23,0.68,317,"F","A","7/17/2018",0.73,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30100,1,3759,"0304","qupr","Quercus prinus",54.3,65.6,14.3,5.6,1.3,54.1,"NULL","A",2008-10-24,0.02,0,"DC","D",2013-04-23,0,NA,"F;DC;R","D","7/17/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30109,1,3766,"0301","fram","Fraxinus americana",53.7,2.5,13.7,2.5,1.3,525,"NULL","A",2008-10-24,2.07,543.3,"NULL","A",2013-04-15,2.24,544,"DS","D","9/6/2018",2.24,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30123,1,3773,"0301","unk","Unidentified unk",40,0,0,0,1.3,69.8,"B;D;Q","D",2008-10-24,0.01,0,"DN","D",2013-04-15,0,NA,"DT","D","9/6/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30124,1,3774,"0301","ulsp","Ulmus sp",53.3,7.4,13.3,7.4,1.3,122.1,"G","A",2008-10-24,0.05,0,"DS","D",2013-04-15,0,NA,"DC","D","9/6/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30127,1,3775,"0301","juni","Juglans nigra",53.4,11.6,13.4,11.6,1.3,277.1,"NULL","A",2008-10-24,0.46,282.1,"NULL","A",2013-04-15,0.48,287,"NULL","A","9/6/2018",0.5,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30134,1,3782,"0302","quve","Quercus velutina",52.8,24.3,12.8,4.3,1.3,296.2,"M","A",2008-10-24,0.63,314.9,"NULL","A",2013-04-12,0.72,335,"M","A","9/6/2018",0.82,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30134,2,32645,"0302","quve","Quercus velutina",52.8,24.3,12.8,4.3,1.3,108.4,"S;lost","G",2008-10-24,0.07,0,"DS","G",2013-04-12,0,NA,"DS","G","9/6/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30135,1,3783,"0302","juni","Juglans nigra",53.3,24.1,13.3,4.1,1.3,248.1,"NULL","A",2008-10-24,0.35,262,"NULL","A",2013-04-12,0.4,NA,"DN","D","9/6/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30137,1,3784,"0302","cofl","Cornus florida",57,27,17,7,1.3,68.2,"L;M","A",2008-10-24,0.01,69.2,"L;M","A",2013-04-12,0.01,67,"M","A","9/6/2018",0.01,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30138,1,3785,"0302","ceoc","Celtis occidentalis",56.4,27.9,16.4,7.9,1.3,114.9,"NULL","A",2008-10-24,0.05,115.7,"NULL","A",2013-04-12,0.05,NA,"DS","D","9/6/2018",NA,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30139,1,3786,"0302","caco","Carya cordiformis",59.5,28.4,19.5,8.4,1.3,106.5,"NULL","A",2008-10-24,0.06,121,"NULL","A",2013-04-12,0.08,130,"NULL","A","9/6/2018",0.09,"PD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30141,1,3788,"0302","frni","Fraxinus nigra",60,33.1,20,13.1,1.3,137.6,"NULL","A",2008-10-24,0.1,128.5,"NULL","A",2013-04-12,0.08,NA,"DS","D","9/6/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30142,1,3789,"0302","frni","Fraxinus nigra",57.4,31.2,17.4,11.2,1.3,158.1,"NULL","A",2008-10-24,0.13,162,"NULL","A",2013-04-12,0.14,NA,"DC","D","9/6/2018",NA,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30144,1,3791,"0302","caca","Carpinus caroliniana",51.3,35.1,11.3,15.1,1.3,78.2,"M","A",2008-10-24,0.02,88.5,"M","A",2013-04-12,0.02,103,"M","A","9/6/2018",0.03,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30144,2,32647,"0302","caca","Carpinus caroliniana",51.3,35.1,11.3,15.1,1.3,59.6,"S","A",2008-10-24,0.01,65,"S","A",2013-04-12,0.01,71,"S","A","9/6/2018",0.01,"A","A",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30144,3,37139,"0302","caca","Carpinus caroliniana",51.3,35.1,11.3,15.1,1.3,41.4,"S","A",2008-10-24,0,52.1,"S","A",2013-04-12,0.01,58,"S","A","9/6/2018",0.01,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
30145,1,84,"0302","frni","Fraxinus nigra",51.5,36.3,11.5,16.3,1.3,169.8,"M","A",2008-10-24,0.16,167.5,"M","A",2013-04-12,0.15,174,"DS","D","9/6/2018",0.17,"PD","PD",NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,NA,"",2015-06-29,"Eng; Meakem; Gonzalez"
